# t	u	y	backlog	allocated_capacity	service_rate	response_time
# model_name=cloud_server_workload, controlled_output=latency_deviation, dt=0.2 sec, dt_sim=0.02 sec, input_type=alternating_steps, preg_blackbox_enabled=False, r_preg=1, backlog_nom=8, arrival_rate=5, service_nom=5, service_gain=3, tau_capacity=1.5, half_saturation=2, abandonment=0.03, latency_gain=0.18
5.4500000000e+02	1.5000000000e+00	-8.1488824921e-01	3.4728430600e+00	7.7154447609e+00	4.8959066611e+00	6.2511175079e-01
5.4520000000e+02	1.5000000000e+00	-8.1489138542e-01	3.4728256365e+00	7.7154447609e+00	4.8958976848e+00	6.2510861458e-01
5.4540000000e+02	1.5000000000e+00	-8.1489419766e-01	3.4728100130e+00	7.7154447609e+00	4.8958896357e+00	6.2510580234e-01
5.4560000000e+02	1.5000000000e+00	-8.1489671937e-01	3.4727960035e+00	7.7154447609e+00	4.8958824180e+00	6.2510328063e-01
5.4580000000e+02	1.5000000000e+00	-8.1489898059e-01	3.4727834412e+00	7.7154447609e+00	4.8958759460e+00	6.2510101941e-01
5.4600000000e+02	1.5000000000e+00	-8.1490100820e-01	3.4727721767e+00	7.7154447609e+00	4.8958701425e+00	6.2509899180e-01
5.4620000000e+02	1.5000000000e+00	-8.1490282636e-01	3.4727620758e+00	7.7154447609e+00	4.8958649385e+00	6.2509717364e-01
5.4640000000e+02	1.5000000000e+00	-8.1490445668e-01	3.4727530184e+00	7.7154447609e+00	4.8958602721e+00	6.2509554332e-01
5.4660000000e+02	1.5000000000e+00	-8.1490591859e-01	3.4727448967e+00	7.7154447609e+00	4.8958560878e+00	6.2509408141e-01
5.4680000000e+02	1.5000000000e+00	-8.1490722947e-01	3.4727376141e+00	7.7154447609e+00	4.8958523357e+00	6.2509277053e-01
5.4700000000e+02	1.5000000000e+00	-8.1490840492e-01	3.4727310838e+00	7.7154447609e+00	4.8958489712e+00	6.2509159508e-01
5.4720000000e+02	1.5000000000e+00	-8.1490945895e-01	3.4727252281e+00	7.7154447609e+00	4.8958459543e+00	6.2509054105e-01
5.4740000000e+02	1.5000000000e+00	-8.1491040409e-01	3.4727199773e+00	7.7154447609e+00	4.8958432491e+00	6.2508959591e-01
5.4760000000e+02	1.5000000000e+00	-8.1491125158e-01	3.4727152690e+00	7.7154447609e+00	4.8958408233e+00	6.2508874842e-01
5.4780000000e+02	1.5000000000e+00	-8.1491201153e-01	3.4727110471e+00	7.7154447609e+00	4.8958386481e+00	6.2508798847e-01
5.4800000000e+02	1.5000000000e+00	-8.1491269296e-01	3.4727072613e+00	7.7154447609e+00	4.8958366977e+00	6.2508730704e-01
5.4820000000e+02	1.5000000000e+00	-8.1491330400e-01	3.4727038667e+00	7.7154447609e+00	4.8958349487e+00	6.2508669600e-01
5.4840000000e+02	1.5000000000e+00	-8.1491385192e-01	3.4727008227e+00	7.7154447609e+00	4.8958333804e+00	6.2508614808e-01
5.4860000000e+02	1.5000000000e+00	-8.1491434322e-01	3.4726980932e+00	7.7154447609e+00	4.8958319741e+00	6.2508565678e-01
5.4880000000e+02	1.5000000000e+00	-8.1491478378e-01	3.4726956457e+00	7.7154447609e+00	4.8958307131e+00	6.2508521622e-01
5.4900000000e+02	1.5000000000e+00	-8.1491517882e-01	3.4726934510e+00	7.7154447609e+00	4.8958295824e+00	6.2508482118e-01
5.4920000000e+02	1.5000000000e+00	-8.1491553305e-01	3.4726914831e+00	7.7154447609e+00	4.8958285685e+00	6.2508446695e-01
5.4940000000e+02	1.5000000000e+00	-8.1491585068e-01	3.4726897184e+00	7.7154447609e+00	4.8958276593e+00	6.2508414932e-01
5.4960000000e+02	1.5000000000e+00	-8.1491613550e-01	3.4726881361e+00	7.7154447609e+00	4.8958268441e+00	6.2508386450e-01
5.4980000000e+02	1.5000000000e+00	-8.1491639090e-01	3.4726867172e+00	7.7154447609e+00	4.8958261131e+00	6.2508360910e-01
5.5000000000e+02	1.5000000000e+00	-8.1491661991e-01	3.4726854449e+00	7.7154447609e+00	4.8958254576e+00	6.2508338009e-01
5.5020000000e+02	1.5000000000e+00	-8.1491682526e-01	3.4726843041e+00	7.7154447609e+00	4.8958248698e+00	6.2508317474e-01
5.5040000000e+02	1.5000000000e+00	-8.1491700940e-01	3.4726832811e+00	7.7154447609e+00	4.8958243427e+00	6.2508299060e-01
5.5060000000e+02	1.5000000000e+00	-8.1491717452e-01	3.4726823638e+00	7.7154447609e+00	4.8958238701e+00	6.2508282548e-01
5.5080000000e+02	1.5000000000e+00	-8.1491732258e-01	3.4726815412e+00	7.7154447609e+00	4.8958234463e+00	6.2508267742e-01
5.5100000000e+02	1.5000000000e+00	-8.1491745534e-01	3.4726808037e+00	7.7154447609e+00	4.8958230663e+00	6.2508254466e-01
5.5120000000e+02	1.5000000000e+00	-8.1491757438e-01	3.4726801423e+00	7.7154447609e+00	4.8958227256e+00	6.2508242562e-01
5.5140000000e+02	1.5000000000e+00	-8.1491768113e-01	3.4726795493e+00	7.7154447609e+00	4.8958224200e+00	6.2508231887e-01
5.5160000000e+02	1.5000000000e+00	-8.1491777685e-01	3.4726790175e+00	7.7154447609e+00	4.8958221460e+00	6.2508222315e-01
5.5180000000e+02	1.5000000000e+00	-8.1491786268e-01	3.4726785407e+00	7.7154447609e+00	4.8958219003e+00	6.2508213732e-01
5.5200000000e+02	1.5000000000e+00	-8.1491793965e-01	3.4726781131e+00	7.7154447609e+00	4.8958216801e+00	6.2508206035e-01
5.5220000000e+02	1.5000000000e+00	-8.1491800866e-01	3.4726777297e+00	7.7154447609e+00	4.8958214825e+00	6.2508199134e-01
5.5240000000e+02	1.5000000000e+00	-8.1491807054e-01	3.4726773859e+00	7.7154447609e+00	4.8958213054e+00	6.2508192946e-01
5.5260000000e+02	1.5000000000e+00	-8.1491812603e-01	3.4726770776e+00	7.7154447609e+00	4.8958211466e+00	6.2508187397e-01
5.5280000000e+02	1.5000000000e+00	-8.1491817579e-01	3.4726768012e+00	7.7154447609e+00	4.8958210041e+00	6.2508182421e-01
5.5300000000e+02	1.5000000000e+00	-8.1491822041e-01	3.4726765533e+00	7.7154447609e+00	4.8958208764e+00	6.2508177959e-01
5.5320000000e+02	1.5000000000e+00	-8.1491826042e-01	3.4726763310e+00	7.7154447609e+00	4.8958207619e+00	6.2508173958e-01
5.5340000000e+02	1.5000000000e+00	-8.1491829629e-01	3.4726761317e+00	7.7154447609e+00	4.8958206592e+00	6.2508170371e-01
5.5360000000e+02	1.5000000000e+00	-8.1491832846e-01	3.4726759530e+00	7.7154447609e+00	4.8958205671e+00	6.2508167154e-01
5.5380000000e+02	1.5000000000e+00	-8.1491835730e-01	3.4726757928e+00	7.7154447609e+00	4.8958204846e+00	6.2508164270e-01
5.5400000000e+02	1.5000000000e+00	-8.1491838317e-01	3.4726756491e+00	7.7154447609e+00	4.8958204105e+00	6.2508161683e-01
5.5420000000e+02	1.5000000000e+00	-8.1491840636e-01	3.4726755202e+00	7.7154447609e+00	4.8958203442e+00	6.2508159364e-01
5.5440000000e+02	1.5000000000e+00	-8.1491842716e-01	3.4726754047e+00	7.7154447609e+00	4.8958202846e+00	6.2508157284e-01
5.5460000000e+02	1.5000000000e+00	-8.1491844581e-01	3.4726753011e+00	7.7154447609e+00	4.8958202313e+00	6.2508155419e-01
5.5480000000e+02	1.5000000000e+00	-8.1491846253e-01	3.4726752082e+00	7.7154447609e+00	4.8958201834e+00	6.2508153747e-01
5.5500000000e+02	1.5000000000e+00	-8.1491847752e-01	3.4726751249e+00	7.7154447609e+00	4.8958201405e+00	6.2508152248e-01
5.5520000000e+02	1.5000000000e+00	-8.1491849097e-01	3.4726750502e+00	7.7154447609e+00	4.8958201020e+00	6.2508150903e-01
5.5540000000e+02	1.5000000000e+00	-8.1491850303e-01	3.4726749832e+00	7.7154447609e+00	4.8958200675e+00	6.2508149697e-01
5.5560000000e+02	1.5000000000e+00	-8.1491851384e-01	3.4726749231e+00	7.7154447609e+00	4.8958200365e+00	6.2508148616e-01
5.5580000000e+02	1.5000000000e+00	-8.1491852353e-01	3.4726748693e+00	7.7154447609e+00	4.8958200088e+00	6.2508147647e-01
5.5600000000e+02	1.5000000000e+00	-8.1491853222e-01	3.4726748210e+00	7.7154447609e+00	4.8958199839e+00	6.2508146778e-01
5.5620000000e+02	1.5000000000e+00	-8.1491854002e-01	3.4726747777e+00	7.7154447609e+00	4.8958199616e+00	6.2508145998e-01
5.5640000000e+02	1.5000000000e+00	-8.1491854701e-01	3.4726747388e+00	7.7154447609e+00	4.8958199416e+00	6.2508145299e-01
5.5660000000e+02	1.5000000000e+00	-8.1491855327e-01	3.4726747040e+00	7.7154447609e+00	4.8958199236e+00	6.2508144673e-01
5.5680000000e+02	1.5000000000e+00	-8.1491855889e-01	3.4726746728e+00	7.7154447609e+00	4.8958199076e+00	6.2508144111e-01
5.5700000000e+02	1.5000000000e+00	-8.1491856393e-01	3.4726746448e+00	7.7154447609e+00	4.8958198931e+00	6.2508143607e-01
5.5720000000e+02	1.5000000000e+00	-8.1491856845e-01	3.4726746197e+00	7.7154447609e+00	4.8958198802e+00	6.2508143155e-01
5.5740000000e+02	1.5000000000e+00	-8.1491857250e-01	3.4726745972e+00	7.7154447609e+00	4.8958198686e+00	6.2508142750e-01
5.5760000000e+02	1.5000000000e+00	-8.1491857614e-01	3.4726745770e+00	7.7154447609e+00	4.8958198582e+00	6.2508142386e-01
5.5780000000e+02	1.5000000000e+00	-8.1491857939e-01	3.4726745589e+00	7.7154447609e+00	4.8958198489e+00	6.2508142061e-01
5.5800000000e+02	1.5000000000e+00	-8.1491858232e-01	3.4726745427e+00	7.7154447609e+00	4.8958198405e+00	6.2508141768e-01
5.5820000000e+02	1.5000000000e+00	-8.1491858494e-01	3.4726745281e+00	7.7154447609e+00	4.8958198330e+00	6.2508141506e-01
5.5840000000e+02	1.5000000000e+00	-8.1491858728e-01	3.4726745151e+00	7.7154447609e+00	4.8958198263e+00	6.2508141272e-01
5.5860000000e+02	1.5000000000e+00	-8.1491858939e-01	3.4726745034e+00	7.7154447609e+00	4.8958198203e+00	6.2508141061e-01
5.5880000000e+02	1.5000000000e+00	-8.1491859128e-01	3.4726744929e+00	7.7154447609e+00	4.8958198149e+00	6.2508140872e-01
5.5900000000e+02	1.5000000000e+00	-8.1491859297e-01	3.4726744835e+00	7.7154447609e+00	4.8958198100e+00	6.2508140703e-01
5.5920000000e+02	1.5000000000e+00	-8.1491859449e-01	3.4726744750e+00	7.7154447609e+00	4.8958198057e+00	6.2508140551e-01
5.5940000000e+02	1.5000000000e+00	-8.1491859585e-01	3.4726744675e+00	7.7154447609e+00	4.8958198018e+00	6.2508140415e-01
5.5960000000e+02	1.5000000000e+00	-8.1491859707e-01	3.4726744607e+00	7.7154447609e+00	4.8958197983e+00	6.2508140293e-01
5.5980000000e+02	1.5000000000e+00	-8.1491859817e-01	3.4726744546e+00	7.7154447609e+00	4.8958197951e+00	6.2508140183e-01
5.6000000000e+02	1.5000000000e+00	-8.1491859915e-01	3.4726744492e+00	7.7154447609e+00	4.8958197923e+00	6.2508140085e-01
5.6020000000e+02	1.5000000000e+00	-8.1491860003e-01	3.4726744443e+00	7.7154447609e+00	4.8958197898e+00	6.2508139997e-01
5.6040000000e+02	1.5000000000e+00	-8.1491860082e-01	3.4726744399e+00	7.7154447609e+00	4.8958197876e+00	6.2508139918e-01
5.6060000000e+02	1.5000000000e+00	-8.1491860153e-01	3.4726744360e+00	7.7154447609e+00	4.8958197855e+00	6.2508139847e-01
5.6080000000e+02	1.5000000000e+00	-8.1491860216e-01	3.4726744324e+00	7.7154447609e+00	4.8958197837e+00	6.2508139784e-01
5.6100000000e+02	1.5000000000e+00	-8.1491860273e-01	3.4726744293e+00	7.7154447609e+00	4.8958197821e+00	6.2508139727e-01
5.6120000000e+02	1.5000000000e+00	-8.1491860324e-01	3.4726744264e+00	7.7154447609e+00	4.8958197806e+00	6.2508139676e-01
5.6140000000e+02	1.5000000000e+00	-8.1491860370e-01	3.4726744239e+00	7.7154447609e+00	4.8958197793e+00	6.2508139630e-01
5.6160000000e+02	1.5000000000e+00	-8.1491860411e-01	3.4726744216e+00	7.7154447609e+00	4.8958197781e+00	6.2508139589e-01
5.6180000000e+02	1.5000000000e+00	-8.1491860448e-01	3.4726744196e+00	7.7154447609e+00	4.8958197771e+00	6.2508139552e-01
5.6200000000e+02	1.5000000000e+00	-8.1491860481e-01	3.4726744177e+00	7.7154447609e+00	4.8958197761e+00	6.2508139519e-01
5.6220000000e+02	1.5000000000e+00	-8.1491860510e-01	3.4726744161e+00	7.7154447609e+00	4.8958197753e+00	6.2508139490e-01
5.6240000000e+02	1.5000000000e+00	-8.1491860537e-01	3.4726744146e+00	7.7154447609e+00	4.8958197745e+00	6.2508139463e-01
5.6260000000e+02	1.5000000000e+00	-8.1491860561e-01	3.4726744133e+00	7.7154447609e+00	4.8958197739e+00	6.2508139439e-01
5.6280000000e+02	1.5000000000e+00	-8.1491860582e-01	3.4726744121e+00	7.7154447609e+00	4.8958197732e+00	6.2508139418e-01
5.6300000000e+02	1.5000000000e+00	-8.1491860601e-01	3.4726744110e+00	7.7154447609e+00	4.8958197727e+00	6.2508139399e-01
5.6320000000e+02	1.5000000000e+00	-8.1491860618e-01	3.4726744101e+00	7.7154447609e+00	4.8958197722e+00	6.2508139382e-01
5.6340000000e+02	1.5000000000e+00	-8.1491860634e-01	3.4726744092e+00	7.7154447609e+00	4.8958197718e+00	6.2508139366e-01
5.6360000000e+02	1.5000000000e+00	-8.1491860648e-01	3.4726744085e+00	7.7154447609e+00	4.8958197714e+00	6.2508139352e-01
5.6380000000e+02	1.5000000000e+00	-8.1491860660e-01	3.4726744078e+00	7.7154447609e+00	4.8958197710e+00	6.2508139340e-01
5.6400000000e+02	1.5000000000e+00	-8.1491860671e-01	3.4726744072e+00	7.7154447609e+00	4.8958197707e+00	6.2508139329e-01
5.6420000000e+02	1.5000000000e+00	-8.1491860681e-01	3.4726744066e+00	7.7154447609e+00	4.8958197704e+00	6.2508139319e-01
5.6440000000e+02	1.5000000000e+00	-8.1491860690e-01	3.4726744061e+00	7.7154447609e+00	4.8958197702e+00	6.2508139310e-01
5.6460000000e+02	1.5000000000e+00	-8.1491860698e-01	3.4726744057e+00	7.7154447609e+00	4.8958197699e+00	6.2508139302e-01
5.6480000000e+02	1.5000000000e+00	-8.1491860705e-01	3.4726744053e+00	7.7154447609e+00	4.8958197697e+00	6.2508139295e-01
5.6500000000e+02	1.5000000000e+00	-8.1491860711e-01	3.4726744049e+00	7.7154447609e+00	4.8958197695e+00	6.2508139289e-01
5.6520000000e+02	1.5000000000e+00	-8.1491860717e-01	3.4726744046e+00	7.7154447609e+00	4.8958197694e+00	6.2508139283e-01
5.6540000000e+02	1.5000000000e+00	-8.1491860722e-01	3.4726744043e+00	7.7154447609e+00	4.8958197692e+00	6.2508139278e-01
5.6560000000e+02	1.5000000000e+00	-8.1491860727e-01	3.4726744041e+00	7.7154447609e+00	4.8958197691e+00	6.2508139273e-01
5.6580000000e+02	1.5000000000e+00	-8.1491860731e-01	3.4726744038e+00	7.7154447609e+00	4.8958197690e+00	6.2508139269e-01
5.6600000000e+02	1.5000000000e+00	-8.1491860735e-01	3.4726744036e+00	7.7154447609e+00	4.8958197689e+00	6.2508139265e-01
5.6620000000e+02	1.5000000000e+00	-8.1491860738e-01	3.4726744034e+00	7.7154447609e+00	4.8958197688e+00	6.2508139262e-01
5.6640000000e+02	1.5000000000e+00	-8.1491860741e-01	3.4726744033e+00	7.7154447609e+00	4.8958197687e+00	6.2508139259e-01
5.6660000000e+02	1.5000000000e+00	-8.1491860744e-01	3.4726744031e+00	7.7154447609e+00	4.8958197686e+00	6.2508139256e-01
5.6680000000e+02	1.5000000000e+00	-8.1491860746e-01	3.4726744030e+00	7.7154447609e+00	4.8958197685e+00	6.2508139254e-01
5.6700000000e+02	1.5000000000e+00	-8.1491860748e-01	3.4726744029e+00	7.7154447609e+00	4.8958197685e+00	6.2508139252e-01
5.6720000000e+02	1.5000000000e+00	-8.1491860750e-01	3.4726744028e+00	7.7154447609e+00	4.8958197684e+00	6.2508139250e-01
5.6740000000e+02	1.5000000000e+00	-8.1491860752e-01	3.4726744027e+00	7.7154447609e+00	4.8958197684e+00	6.2508139248e-01
5.6760000000e+02	1.5000000000e+00	-8.1491860754e-01	3.4726744026e+00	7.7154447609e+00	4.8958197683e+00	6.2508139246e-01
5.6780000000e+02	1.5000000000e+00	-8.1491860755e-01	3.4726744025e+00	7.7154447609e+00	4.8958197683e+00	6.2508139245e-01
5.6800000000e+02	1.5000000000e+00	-8.1491860756e-01	3.4726744024e+00	7.7154447609e+00	4.8958197683e+00	6.2508139244e-01
5.6820000000e+02	1.5000000000e+00	-8.1491860757e-01	3.4726744024e+00	7.7154447609e+00	4.8958197682e+00	6.2508139243e-01
5.6840000000e+02	1.5000000000e+00	-8.1491860758e-01	3.4726744023e+00	7.7154447609e+00	4.8958197682e+00	6.2508139242e-01
5.6860000000e+02	1.5000000000e+00	-8.1491860759e-01	3.4726744023e+00	7.7154447609e+00	4.8958197682e+00	6.2508139241e-01
5.6880000000e+02	1.5000000000e+00	-8.1491860760e-01	3.4726744022e+00	7.7154447609e+00	4.8958197681e+00	6.2508139240e-01
5.6900000000e+02	1.5000000000e+00	-8.1491860761e-01	3.4726744022e+00	7.7154447609e+00	4.8958197681e+00	6.2508139239e-01
5.6920000000e+02	1.5000000000e+00	-8.1491860762e-01	3.4726744021e+00	7.7154447609e+00	4.8958197681e+00	6.2508139238e-01
5.6940000000e+02	1.5000000000e+00	-8.1491860762e-01	3.4726744021e+00	7.7154447609e+00	4.8958197681e+00	6.2508139238e-01
5.6960000000e+02	1.5000000000e+00	-8.1491860763e-01	3.4726744021e+00	7.7154447609e+00	4.8958197681e+00	6.2508139237e-01
5.6980000000e+02	1.5000000000e+00	-8.1491860763e-01	3.4726744020e+00	7.7154447609e+00	4.8958197681e+00	6.2508139237e-01
5.7000000000e+02	1.5000000000e+00	-8.1491860764e-01	3.4726744020e+00	7.7154447609e+00	4.8958197680e+00	6.2508139236e-01
5.7020000000e+02	1.5000000000e+00	-8.1491860764e-01	3.4726744020e+00	7.7154447609e+00	4.8958197680e+00	6.2508139236e-01
5.7040000000e+02	1.5000000000e+00	-8.1491860764e-01	3.4726744020e+00	7.7154447609e+00	4.8958197680e+00	6.2508139236e-01
5.7060000000e+02	1.5000000000e+00	-8.1491860765e-01	3.4726744020e+00	7.7154447609e+00	4.8958197680e+00	6.2508139235e-01
5.7080000000e+02	1.5000000000e+00	-8.1491860765e-01	3.4726744020e+00	7.7154447609e+00	4.8958197680e+00	6.2508139235e-01
5.7100000000e+02	1.5000000000e+00	-8.1491860765e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139235e-01
5.7120000000e+02	1.5000000000e+00	-8.1491860765e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139235e-01
5.7140000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7160000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7180000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7200000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7220000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7240000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7260000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7280000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7300000000e+02	1.5000000000e+00	-8.1491860766e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139234e-01
5.7320000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7340000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7360000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744019e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7380000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7400000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7420000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7440000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7460000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7480000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7500000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7520000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7540000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7560000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197680e+00	6.2508139233e-01
5.7580000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7600000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7620000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7640000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7660000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7680000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7700000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7720000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7740000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7760000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7780000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7800000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7820000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7840000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7860000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7880000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7900000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7920000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7940000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7960000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.7980000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8000000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8020000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8040000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8060000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8080000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8100000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8120000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8140000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8160000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8180000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8200000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8220000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8240000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8260000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8280000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8300000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8320000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8340000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
5.8360000000e+02	1.5000000000e+00	-8.1491860767e-01	3.4726744018e+00	7.7154447609e+00	4.8958197679e+00	6.2508139233e-01
